Review #,Brand,Variety,Style,Country,Stars,Top Ten
1970,MYORI,Malaysia Penang Red Curry Noodle,Pack,Malaysia,5.0,False
1969,NONGSHIM,Noodle Soup Seasoned With Real Kimchi,Pack,USA,4.75,False
1968,NISSIN,Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging),Pack,USA,3.5,False
1967,TOKUSHIMA SEIFUN,Kinchan Ramen,Pack,Japan,4.5,False
1966,WEI LIH,GGE Noodle Snack Wheat Crackers Soy Sauce Ramen,Pack,Taiwan,3.75,False
1965,MYKUALI,Penang Spicy Prawn Soup Noodle Authentic Taste,Pack,Malaysia,5.0,False
1964,MAMA,Instant Noodles Coconut Milk Flavour,Pack,Myanmar,5.0,True
1963,KABUTO NOODLES,Rice Noodles Vegetable Laksa,Cup,UK,3.75,False
1962,KABUTO NOODLES,Rice Noodles Chicken Pho,Cup,UK,3.5,False
1961,KABUTO NOODLES,Chicken Ramen,Cup,UK,4.25,False
1960,KABUTO NOODLES,Chilli Chicken Ramen,Cup,UK,4.0,False
1959,MYOJO,Charumera Shoyu Ramen,Pack,Japan,4.0,False
1958,IBURAMEN,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,Tray,USA,4.0,False
1957,MAMA,Cup Vegetarian Instant Noodles Tom Yum Flavour,Cup,Thailand,4.0,False
1956,MARUCHAN,Spicy Tomato Salsa Ramen,Cup,Japan,0.0,False
1955,NISSIN,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,Pack,USA,4.75,False
1954,KOH THAI,Island Of Flavours Spicy Thai Chicken Instant Noodles Soup,Pack,Netherlands,2.0,False
1953,PRIMA TASTE,Singapore Fish Soup La Mian,Pack,Singapore,5.0,False
1952,VE WONG,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,Pack,Taiwan,3.75,False
1951,NISSIN,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],Cup,USA,4.25,False
1950,FUJIWARA,Red King Crab Flavour Ramen,Pack,Japan,4.0,False
1949,BAMEE,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),Pack,Thailand,3.5,False
1948,SICHUAN BAIJIA,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,Pack,China,1.5,False
1947,PRIMA TASTE,Singapore Laksa Wholegrain La Mian,Pack,Singapore,5.0,True
1946,NISSIN,Raoh Shio Ramen,Pack,Japan,4.75,False
1945,MAMA,Oriental Style Instant Noodles Masala Flavour,Pack,Bangladesh,3.5,False
1944,WEI LIH,GGE Noodle Snack Wheat Crackers Hot Spicy,Pack,Taiwan,5.0,False
1943,NEW TOUCH,Sugomen Niigata Seabura Shoyu Ramen,Bowl,Japan,5.0,False
1942,IBUMIE,Always Mi Goreng Perisa Sambal Udang,Pack,Malaysia,3.5,False
1941,UNOX,Good Noodles Tandoori,Pack,Netherlands,2.5,False
1940,NISSIN,Cup Noodle Pasta Style Bolognese,Cup,Japan,5.0,False
1939,MAMA,Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Myanmar,5.0,False
1938,NISSIN,Donbei Kamodashi Soba,Bowl,Japan,5.0,False
1937,MAMA,Chicken Soup Flavour Cup Noodles,Cup,Myanmar,3.75,False
1936,FORTUNE,Rice Noodle Coconut Curry,Pack,USA,1.0,False
1935,LOVE COOK,Guanmiao Dried Noodles With Oleum Sesami,Pack,Taiwan,3.75,False
1934,LOVE COOK,Guanmiao Dried Noodles With Spicy Sauce,Pack,Taiwan,5.0,False
1933,LOVE COOK,Guanmiao Dried Noodles With Authentic Sauce,Pack,Taiwan,4.5,False
1932,LOVE COOK,Guanmiao Dried Noodles With Shallot Flavor,Pack,Taiwan,3.75,False
1931,BONASIA,Instant Noodles chicken Flavour,Pack,Hungary,3.75,False
1930,KOH THAI,Island Of Flavours Lemongrass Instant Noodles Soup,Pack,Netherlands,0.25,False
1929,MAMA,Instant Noodles Minced Pork Flavour,Pack,Cambodia,3.5,False
1928,BAMEE,Instant Noodles Oriental Style Chicken Flavour,Pack,Thailand,3.0,False
1927,MARUTAI,Kogashi Megiiri Tonkotsu Kagoshima Ramen,Bowl,Japan,3.5,False
1926,NISSIN,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,USA,4.0,False
1925,PRIMA,Juzz's Mee Creamy Chicken Flavour,Pack,Singapore,5.0,True
1924,SICHUAN BAIJIA,Broad Noodle Artificial Beef Flavor,Pack,China,3.5,False
1923,CONIMEX,Oriental Noodles Teriyaki,Cup,Netherlands,0.5,False
1922,MI SEDAAP,Instant Cup Mi Kuah Rasa Baso Spesial,Cup,Indonesia,1.5,False
1921,NISSIN,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],Cup,USA,3.5,False
1920,ITSUKI,Ramen Tonkotudou Kumamoto Noodles,Pack,Japan,0.75,False
1919,MARUCHAN,Shiroi Chikara Mochi Udon,Bowl,Japan,4.5,False
1918,IMEE,Instant Noodles chicken Flavour,Pack,Netherlands,3.5,False
1917,IBURAMEN,Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor,Tray,USA,0.25,False
1916,NISSIN,Soba Fried Noodles Teriyaki,Pack,Germany,3.0,False
1915,ITSUKI,Yuzu Sesame Sauce Udon,Bowl,Japan,4.5,False
1914,PRIMA,Juzz's Mee Curry Flavour,Pack,Singapore,5.0,False
1913,THAI SMILE,Mushroom Rice Noodle Soup Bowl,Bowl,USA,0.0,False
1912,MAMA,Instant Noodles Chicken Sichek Flavour,Pack,Myanmar,3.75,False
1911,NISSIN,Emergency Chikin Ramen Cup Noodle,Cup,Japan,5.0,False
1910,NISSIN,Chow Mein Pad Thai,Tray,USA,3.0,False
1909,ASIA GOLD,Instant Noodles With Chicken Flavouring,Pack,Hungary,3.5,False
1908,NISSIN,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.75,False
1907,PRIMA TASTE,Singapore Curry Wholegrain La Mian,Pack,Singapore,5.0,True
1906,VIFON,Chicken Flavour Asian Style Instant Noodles,Pack,Vietnam,3.5,False
1905,PIRKKA,Nuudeli Kana Nudlar Kyckling,Pack,Finland,3.5,False
1904,BONASIA,Instant Noodles Duck Flavour,Pack,Hungary,3.0,False
1903,HIGASHIMARU,Tonkotsu Ramen,Pack,Japan,4.5,False
1902,MAMA,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,5.0,False
1901,PRIMA,Juzz's Mee Original Spicy Flavour,Pack,Singapore,5.0,False
1900,IBUMIE,Always Mi Goreng Perisa Kari Kapitan,Pack,Malaysia,5.0,False
1899,KOH THAI,Island Of Flavours Thai Royal Shrimp Instant Noodles,Pack,Netherlands,1.5,False
1898,MASTER KONG,Spicy Fish Noodle,Bowl,China,3.0,False
1897,NISSIN,Cup Noodle Massaman Curry,Cup,Japan,3.5,False
1896,ASIA GOLD,Instant Noodles Duck Flavour,Pack,Hungary,3.5,False
1895,MARUCHAN,Seimen Houjyun Koku Shoyu,Bowl,Japan,5.0,False
1894,MAMA,Rangers Snack Noodles BBQ Flavour,Pack,Myanmar,2.75,False
1893,NISSIN,Cup Noodle Sio,Cup,Japan,5.0,False
1892,OTTOGI,Cheese Ramen,Pack,South Korea,4.0,False
1891,NISSIN,Cup Noodles Homestyle Chicken,Cup,USA,3.5,False
1890,KURIKI,Beef Tongue Shio Mayo Ramen,Pack,Japan,4.5,False
1889,MAMA,Rangers Snack Noodles Sour Cream Flavour,Pack,Myanmar,2.75,False
1888,NISSIN,Cup Noodles Kyushu White Flavour,Cup,Singapore,3.5,False
1887,MYOJO,Mee Poh Dry,Pack,Singapore,4.25,False
1886,MYOJO,Chicken Abalone Flavour,Bowl,Singapore,3.75,False
1885,MYOJO,Ramen Char Mee 100,Pack,Singapore,3.0,False
1884,MYOJO,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,4.5,False
1883,MYOJO,Mee Goreng,Pack,Singapore,4.0,False
1882,MYOJO,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,Bowl,Singapore,4.75,False
1881,MYOJO,Chicken Abalone Flavour,Pack,Singapore,3.5,False
1880,MYOJO,Thai Tom Yam Flavour,Bowl,Singapore,3.75,False
1879,MYOJO,Chicken Tanmen Flavour,Pack,Singapore,3.5,False
1878,MYOJO,Extra Spicy Singapore Curry Big Bowl,Bowl,Singapore,5.0,False
1877,MYOJO,La Ramen Spicy Mushroom Flavour,Pack,Singapore,4.5,False
1876,MYOJO,Chicken Flavour,Pack,Singapore,3.75,False
1875,SAPPORO ICHIBAN,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,USA,5.0,False
1874,IBUMIE,Always Mi Goreng Perisa Thai Tom Yam,Pack,Malaysia,2.5,False
1873,VEDAN,Wei Wei A Instant Noodles Chicken Flavor,Bowl,Taiwan,0.0,False
1872,ITSUKI,Hakata Ossyoi,Pack,Japan,5.0,False
1871,NISSIN,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.75,False
1870,ASIA GOLD,Instant Noodles With Beef Flavouring,Pack,Hungary,2.75,False
1869,NISSIN,Soba Fried Noodles Chili,Pack,Germany,3.5,False
1868,MARUTAI,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.0,False
1867,YUM YUM,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,Thailand,4.0,False
1866,MYKUALI,Penang Spicy Prawn Soup Noodle,Pack,Malaysia,5.0,False
1865,MAMA,Shrimp Tom Yum Flavour Cup Noodles,Cup,Myanmar,3.5,False
1864,NISSIN,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,Pack,USA,5.0,False
1863,BAIJIA,Broad Noodle Pickled Vegetable Artificial Beef Flavor,Pack,China,0.0,False
1862,IBUMIE,Always Mi Goreng Perisa Asli,Pack,Malaysia,3.75,False
1861,CONIMEX,Oriental Noodles Groene Curry,Cup,Netherlands,0.5,False
1860,NISSIN,Cupo Noodle Pasta Style Vongole,Cup,Japan,2.75,False
1859,MAMA,Instant Noodles chicken Green Curry Flavour,Pack,Cambodia,5.0,False
1858,MYOJO,Wantan Men,Bowl,Japan,5.0,False
1857,IBURAMEN,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,Tray,USA,3.25,False
1856,INDOMIE,Instant Cup Noodles Mi Goreng Fried Noodles,Cup,Indonesia,5.0,False
1855,DARAZ,Negi Man Ramen,Pack,Japan,3.0,False
1854,MAMA,Chinese Kitchen Chinese Style Instant Noodles,Pack,Myanmar,3.5,False
1853,BONASIA,Instant Noodles Shrimp Flavour,Pack,Hungary,3.5,False
1852,MYOJO,Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor,Bowl,USA,3.25,False
1851,FUJIWARA,Snow Crab Flavour Shio Ramen,Pack,Japan,3.5,False
1850,NISSIN,Raoh Ramen Noodle Soup Umami Miso Flavor,Pack,USA,4.5,False
1849,PAMA,Instant Rice Vermicelli Clear Soup Flavour,Pack,Malaysia,3.5,False
1848,MYKUALI,Penang Red tom Yum Goong Noodle (New Version),Pack,Malaysia,5.0,False
1847,CONIMEX,Oriental Noodles Hot & Spicy,Pack,Netherlands,3.0,False
1846,NISSIN,Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor ,Tray,USA,4.5,False
1845,MAMA,Oriental Style Instant Noodles Shrimp Flavour,Pack,Bangladesh,3.25,False
1844,SEVEN & I,Gold Sumire Ramen,Bowl,Japan,5.0,False
1843,FOREST NOODLES,Sunbaked Noodles With Sesame Sauce,Pack,Taiwan,4.5,False
1842,FOREST NOODLES,Purple Sweet Potato Noodles With Taiwanese Sauce,Pack,Taiwan,5.0,False
1841,FOREST NOODLES,Sunbaked Noodles With Spicy Sauce,Pack,Taiwan,4.0,False
1840,FOREST NOODLES,Sweet Potato Noodles With Sesame Paste Sauce,Pack,Taiwan,3.25,False
1839,VIT'S,Taste Of Malaysia Penang White Curry Ramen,Pack,Malaysia,5.0,False
1838,VIT'S,Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle,Pack,Malaysia,4.5,False
1837,VIT'S,Taste Of Malaysia Penang Hokkien Mee Ramen,Pack,Malaysia,5.0,False
1836,VIT'S,Taste Of Malaysia Penang White Curry Fried Instant Noodle,Pack,Malaysia,5.0,False
1835,VIT'S,Taste Of Malaysia Penang Asam Laksa Ramen,Pack,Malaysia,5.0,False
1834,VIT'S,Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle,Pack,Malaysia,5.0,False
1833,VIT'S,Instant Noodles With Chicken Flavour,Pack,Malaysia,3.75,False
1832,YUM YUM,Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour,Pack,Thailand,3.5,False
1831,KURIKI,Plum Mayo Ramen,Pack,Japan,4.0,False
1830,TSENG NOODLES,Sichuan Pepper Flavor,Pack,Taiwan,4.75,False
1829,TSENG NOODLES,Hu Sesame Flavor,Pack,Taiwan,5.0,False
1828,TSENG NOODLES,Scallion With Sichuan Pepper  Flavor,Pack,Taiwan,5.0,True
1827,NONGSHIM,Zha Wang ((Jjawang) Noodles With Chajang Sauce,Pack,South Korea,5.0,False
1826,MAMA,Instant Noodles Stewed Beef Flavour,Pack,Cambodia,3.5,False
1825,SICHUAN BAIJIA,Broad Noodle Chilli Oil Flavor,Pack,China,4.5,False
1824,NONGSHIM,Soon Veggie Noodle Soup,Cup,USA,5.0,False
1823,MYKUALI,MeeKuali spicy Fried Noodle,Pack,Malaysia,4.0,False
1822,MI SEDAAP,Mi Kuah Rasa Baso Spesial,Pack,Indonesia,3.5,False
1821,MYOJO,Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor,Bowl,USA,3.25,False
1820,TEN IN,Veggie King Buddha Jump Instant Noodles,Bowl,Taiwan,1.5,False
1819,YUM YUM,Premier Bowl Instant Noodles Suki Flavour,Bowl,Thailand,5.0,False
1818,SUGAKIYA FOODS,Nara Tenri Shoyu Ramen,Bowl,Japan,4.5,False
1817,HAO WAY,Penang Vegetarian Prawn Instant Bowl Noodles,Bowl,Malaysia,4.0,False
1816,VIFON,Asian Style Instant Noodles Artificial Beef Flavor,Bowl,Vietnam,3.25,False
1815,NAKAYA SHOUTEN,Hingya no Shio Ramen,Pack,Japan,4.0,False
1814,KOH THAI,Island Of Flavours Tom Yum Instant Noodles Soup,Pack,Netherlands,3.0,False
1813,NISSIN,Soba Fried Noodles Curry,Pack,Germany,4.25,False
1812,MASTER KONG,Mushroom Instant Noodle,Bowl,China,4.25,False
1811,CONIMEX,Oriental Noodles Oosterse Groenten,Pack,Netherlands,3.5,False
1810,MYKUALI,Penang White Curry Noodle (New Version),Pack,Malaysia,5.0,False
1809,MARUTAI,Nagahama Hakata Tonkotsu Ramen,Bowl,Japan,4.75,False
1808,MAMA,Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour,Cup,Thailand,3.5,False
1807,WAI WAI,Tom Yum Goong Flavour Instant Noodle,Cup,Thailand,3.5,False
1806,CINTAN,Mi Segera Mmm... Perisa Goreng Ala Indonesia,Pack,Malaysia,3.5,False
1805,MAMA,Oriental Style Instant Noodles Tandoori Flavour,Pack,Bangladesh,4.0,False
1804,THAI CHEF,Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Hungary,4.75,False
1803,MAMA,Vegetarian Instant Noodles Tom Yum Flavour,Pack,Thailand,4.0,False
1802,NISSIN,Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package) ,Cup,USA,3.5,False
1801,BAIJIA,Spicy Artificial Fei Chang Instant Vermicelli (New Recipe),Pack,China,3.75,False
1800,CRYSTAL NOODLE,Soup All Natural Hot & Sour,Cup,USA,0.25,False
1799,THAI SMILE,Spring Onion Rice Noodle Soup Bowl,Bowl,USA,2.5,False
1798,IMEE,Instant Noodles Vegetable Flavour,Pack,Netherlands,2.75,False
1797,WAI WAI,Instant Rice Vermicelli Crab Flavour,Pack,Thailand,3.5,False
1796,FUJIWARA,Salty Taste Chanko Noodle,Pack,Japan,4.75,False
1795,AZAMI,Kimchee Flavour Noodle Soup,Pack,Canada,0.0,False
1794,VIT'S,Shallot Chicken Instant Noodles,Pack,Malaysia,3.0,False
1793,CINTAN,Mi Segera Mmm... Perisa Asam Laksa,Pack,Malaysia,3.5,False
1792,A1,Soup Spices Noodle Mee Rempahan Sup,Pack,Malaysia,3.5,False
1791,VIT'S,Tom Yam Instant Noodles,Pack,Malaysia,4.25,False
1790,SUPER,Kimchi,Cup,Malaysia,4.5,False
1789,CINTAN,Mi Segera Mmm... Perisa Ayam Cendawan,Pack,Malaysia,3.5,False
1788,SUPER,Curry Flavour Noodles,Cup,Malaysia,3.0,False
1787,PAMA,Kua Teaw Segera,Pack,Malaysia,4.0,False
1786,NISSIN,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,Tray,USA,4.25,False
1785,SUPER,Instant Noodles Black Pepper Crab Mi Goreng,Cup,Malaysia,3.5,False
1784,TORISHI,Hakata Tonkotsu Ramen,Pack,Japan,5.0,False
1783,IMEE,Instant Noodles Creamy Tom Yum Shrimp Flavour,Pack,Netherlands,4.5,False
1782,WESTERN FAMILY,Beef Flavour Instant Noodles,Pack,Canada,0.0,False
1781,MYKUALI,Penang Hokkien Prawn Soup Rice Vermicelli (Bihun),Bowl,Malaysia,5.0,False
1780,PULMUONE,Non-Fried Noodle Blackbean Sauce Noodle With Squid,Pack,South Korea,4.5,False
1779,CHERING CHANG,Instant Non-Fried Noodles Tomato Flavour,Pack,Taiwan,3.25,False
1778,JML,Spicy King Spicy Chicken,Pack,China,5.0,False
1777,JML,Supereme Bowl Noodles With Stewed Egg Spicy Flavour,Bowl,China,3.5,False
1776,JML,Spicy King Bowl Noodle Spicy Chicken,Bowl,China,5.0,False
1775,JML,Spicy King Bowl Noodle Spicy Beef,Bowl,China,4.25,False
1774,JML,Spicy King Spicy Pork,Pack,China,5.0,False
1773,JML,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,Bowl,China,4.0,False
1772,JML,Spicy King Spicy Beef,Pack,China,5.0,False
1771,JML,Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour,Bowl,China,3.5,False
1770,JML,Spicy King Bowl Noodle Spicy Pork,Bowl,China,4.5,False
1769,MAMEE,Chef Lontong Flavour,Pack,Malaysia,5.0,False
1768,NEW TOUCH,Negi Miso No Ippin Ramen,Bowl,Japan,5.0,False
1767,MAMA,Instant Noodles Shrimp Tom Yum Flavour,Pack,Cambodia,4.0,False
1766,PALDO,Bulnak Boeummyun King Noodle,Bowl,South Korea,3.5,False
1765,NISSIN,Cup Noodles Ramen Noodles With Shrimp (New Package) ,Cup,USA,3.5,False
1764,PIRKKA,Nuudeli Tom Yum Katkarapu,Pack,Finland,3.75,False
1763,ISHIMARU,Tuna Flavor Ramen,Pack,Japan,4.5,False
1762,MOM'S DRY NOODLE,Sesame & Pepper,Pack,Taiwan,4.0,False
1761,AUTHENTICALLY ASIAN,Natural Quality Foods Pad Thai Noodle Bowl,Bowl,USA,1.0,False
1760,NEW TOUCH,Homestyle Tonjiru,Bowl,Japan,4.5,False
1759,NISSIN,Cup Noodles Moo Manao Flavour,Cup,Thailand,4.0,False
1758,VIT'S,Duck Instant Noodles,Pack,Malaysia,3.5,False
1757,IMEE,Instant Noodles Beef Flavour,Pack,Netherlands,3.25,False
1756,A SHA DRY NOODLE,Veggie Noodle Carrot Noodle With Original Sauce,Pack,Taiwan,4.25,False
1755,MAMA,Oriental Style Instant Noodles Hot & Spicy Flavour,Pack,Bangladesh,4.0,False
1754,PALDO,King Bowl Super Spicy Pan Stirfried Noodle,Bowl,South Korea,5.0,False
1753,THAI SMILE,Garlic Rice Noodle Soup Bowl,Bowl,USA,3.5,False
1752,KURIKI,Mayo Ramen,Pack,Japan,4.75,False
1751,MOM'S DRY NOODLE,Spicy & Sour Flavor,Pack,Taiwan,5.0,False
1750,MI SEDAAP,Instant Cup Mi Kuah Rasa Soto,Cup,Indonesia,5.0,False
1749,YUM YUM,Jumbo Instant Noodles Tom Yum Kung Creamy Flavour,Pack,Thailand,5.0,False
1748,AZAMI,Chili Chicken Flavour Noodle Soup,Cup,Canada,3.0,False
1747,VIT'S,Curry Instant Noodles,Pack,Malaysia,3.5,False
1746,MARUTAI,Ramen Shoyu Taste,Bowl,Japan,4.25,False
1745,UNOX,Good Noodles Kerrie,Pack,Netherlands,3.5,False
1744,A SHA DRY NOODLE,Veggie Noodle Baby Grass Noodle With Toona Sauce,Pack,Taiwan,5.0,False
1743,MAMA,Rangers Snack Noodles Shrimp Tom Yum Flavour,Pack,Myanmar,4.5,False
1742,AROI,Curry Me! Penang White Curry Stir-fry Noodle,Pack,Malaysia,4.5,False
1741,MYOJO,Udon Japanese Style Pre-Cooked Noodles With Soup Chicken Flavor,Bowl,USA,2.5,False
1740,MASTER KONG,Braised Beef Noodle,Pack,China,4.25,False
1739,NISSIN,Raoh Tanrei Koku Shio Ramen,Bowl,Japan,4.5,False
1738,LITTLE COOK,Instant Noodles Shrimp Tom Yum Flavour,Cup,Thailand,4.25,False
1737,MI SEDAAP,Instant Cup Mi Goreng,Cup,Indonesia,3.75,False
1736,MAMEE,Monster Snek Mi Pedas,Pack,Malaysia,5.0,False
1735,MASTER KONG,Tomato Sauce Instant Noodle,Bowl,China,4.0,False
1734,KOKA,Laksa Singapura,Pack,Singapore,4.25,False
1733,BONASIA,Instant Noodles Beef Flavour,Pack,Germany,3.75,False
1732,SUPER,Seafood Flavour Noodles,Cup,Malaysia,3.25,False
1731,MAMA,Instant Noodles Creamy Shrimp Tom Yum Flavour,Pack,Cambodia,5.0,False
1730,WU MU,BBQ Pork Flavor Chow Mein,Pack,Taiwan,4.5,False
1729,VEDAN,Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour,Cup,Taiwan,2.75,False
1728,YAMADAI,Tenobe Somen,Bowl,Japan,3.25,False
1727,WEI LIH,Jah Jan Men,Bowl,Taiwan,5.0,False
1726,VINA ACECOOK,Oh! Ricey Pho Ga,Bowl,Vietnam,3.0,False
1725,A SHA DRY NOODLE,Veggie Noodle Black Sesame Noodle,Pack,Taiwan,3.25,False
1724,PIRKKA,Nuudeli Liha Nudlar Kott,Pack,Finland,3.5,False
1723,BAIXIANG NOODLES,Artificial Beef Instant Noodles With Soup Base,Pack,China,3.75,False
1722,CARJEN,Otentiq Cheezy Curry Instant Noodles,Pack,Malaysia,4.5,False
1721,SALAM MIE,Mi Goreng Dengan Abon,Pack,Indonesia,4.25,False
1720,MAMEE,Chef Lontong Flavour,Cup,Malaysia,5.0,False
1719,WAI WAI,Grilled Pork Flavour Instant Noodles,Bowl,Thailand,2.5,False
1718,VINA ACECOOK,Hao Hao Sate Onion Flavour,Cup,Vietnam,2.5,False
1717,LEE FAH MEE,Sarawak White Laksa Instant Noodle,Pack,Malaysia,4.0,False
1716,MAMA,Instant Noodles Egg Protein Noodles,Pack,Myanmar,3.5,False
1715,YUM YUM,Instant Noodles Minced Pork Flavor,Pack,Thailand,3.75,False
1714,MASTER KONG,Sichuan Hot Spicy Fish,Pack,China,3.75,False
1713,CARJEN,Otentiq Cheezy Mushroom Instant Noodles,Pack,Malaysia,5.0,False
1712,SAKURAI,Organic Miso Ramen,Pack,Japan,4.5,False
1711,HAO WAY,Vegetarian Penang Laksa,Pack,Malaysia,4.0,False
1710,CHERING CHANG,Instant Non-Fried Noodles Vegetable Curry Flavor,Pack,Taiwan,5.0,False
1709,ASIA GOLD,Instant Noodles With Shrimp Flavouring,Pack,Hungary,4.0,False
1708,THE KITCHEN FOOD,Sibu Instant Kampua Original,Pack,Malaysia,4.0,False
1707,AZAMI,Hot & Spicy Flavour Noodle Soup,Bowl,Canada,3.5,False
1706,MAGGI,Hot Cup Goreng Perencah Cili Fiesta,Cup,Malaysia,4.75,False
1705,PREMIERE,Gold Bihun Kari Heritage Instant Rice Vermicelli,Pack,Malaysia,4.5,False
1704,BAIXIANG NOODLES,Sour & Spicy Flavour,Pack,China,3.75,False
1703,7 SELECT,Super Tom Yum Shrimp,Cup,Thailand,3.5,False
1702,SAMYANG,Seafood Noodle,Cup,Japan,2.75,False
1701,SAKURAI,Organic Shoyu Ramen,Pack,Japan,4.25,False
1700,A SHA DRY NOODLE,Hakka Flat Noodle With Za Jiang Sauce,Pack,Taiwan,4.0,False
1699,VIT'S,Mi goreng Pedas Chewy & springy,Pack,Malaysia,3.5,False
1698,MARUCHAN,Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables,Cup,USA,4.0,False
1697,THE KITCHEN FOOD,Instant Kampua Dark Soy Sauce,Pack,Malaysia,5.0,False
1696,MAMA,Cup Yentafo Tom Yum Mohfai,Cup,Thailand,5.0,False
1695,MAMA,Cup Shrimp Creamy Tom Yum,Cup,Thailand,5.0,False
1694,MAMA,Instant Rice Vermicelli Bihun Goreng Original Flavour,Pack,Thailand,4.75,False
1693,MAMA,Instant Noodles coconut Milk Flavour,Cup,Myanmar,5.0,False
1692,MAMA,Oriental Style Instant Noodles Chicken Flavour,Pack,Bangladesh,3.25,False
1691,MAMA,Instant Cup Noodles Minced Prok Flavor,Cup,Thailand,3.5,False
1690,WUGUDAOCHANG,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Bowl,China,4.0,False
1689,WUGUDAOCHANG,Tomato Beef Brisket Flavor Purple Potato Noodle,Pack,China,5.0,True
1688,WUGUDAOCHANG,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,False
1687,WUGUDAOCHANG,Chef's Grains Millet Noodle,Pack,China,3.75,False
1686,WUGUDAOCHANG,Chef's Grains Buckwheat Noodle,Pack,China,3.5,False
1685,WUGUDAOCHANG,Chef's Grains Pea Noodle,Pack,China,4.0,False
1684,WUGUDAOCHANG,Sichuan Pepper & Chicken Flavor Noodle,Bowl,China,4.5,False
1683,WUGUDAOCHANG,Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles,Pack,China,5.0,False
1682,WUGUDAOCHANG,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Pack,China,4.0,False
1681,WUGUDAOCHANG,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,False
1680,AROI,Curry Me! Penang White Curry Soup Noodle,Pack,Malaysia,4.5,False
1679,TEN IN,Veggie World Vegetarian Braised Beef Instant Noodles,Bowl,Taiwan,3.5,False
1678,NONGSHIM,Shin Black Spicy Po-Au-Feu Flavor (Mew Edition),Pack,USA,5.0,False
1677,PALDO,Raobokki Noodle (Export Version),Pack,South Korea,5.0,False
1676,A1,Emporer Herbs Chicken Noodle,Pack,Malaysia,4.25,False
1675,BAIXIANG NOODLES,Sauerkraut Flavor,Pack,China,4.5,False
1674,EMART,Dare You! Habanero Ramen (New Edition),Cup,South Korea,3.5,False
1673,LISHAN,Black Cock Brand Vegetarian Chicken Noodle,Pack,Taiwan,3.5,False
1672,AZAMI,Chili Seafood Flavor Noodle Soup,Cup,Canada,3.25,False
1671,AH LAI,Penang Favourite White Curry Rice Vermicelli,Pack,Malaysia,5.0,False
1670,TROPICANA SLIM,Less Fat Noodles Grilled Chicken,Pack,Indonesia,3.75,False
1669,A ONE,Mi Ly Instant Noodles Mi Chay Vegetarian Flavor,Cup,Vietnam,1.25,False
1668,MAMA,Cup Rice Vermicelli With Clear Soup,Cup,Thailand,3.5,False
1667,DESHOME,Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor,Pack,Taiwan,5.0,False
1666,VIFON,Curry Instant Noodle With Chicken,Cup,Vietnam,3.0,False
1665,PALDO,Koreno Premium Mushroom Flavor,Pack,Vietnam,1.5,False
1664,MAMEE,Oriental Noodles Prawn Flavor,Pack,Malaysia,2.0,False
